,start_latitude,start_longitude,end_latitude,end_longitude,pre_road_name
75,33.4125732567196,126.258674169467,33.4135600432656,126.259692895518,한림해안로
76,33.4135600432656,126.259692895518,33.4125732567196,126.258674169467,한림해안로
77,33.4135600432656,126.259692895518,33.4155294753793,126.261797126147,한림해안로
78,33.4141750121486,126.269377560844,33.4120865328011,126.268407999409,한림상로
79,33.4141750121486,126.269377560844,33.418411972574,126.268029025365,한림상로
80,33.4155294753793,126.261797126147,33.4135600432656,126.259692895518,한림해안로
81,33.4155294753793,126.261797126147,33.4158543002155,126.262738636331,한림해안로
82,33.4158543002155,126.262738636331,33.4155294753793,126.261797126147,한림해안로
83,33.4158543002155,126.262738636331,33.4174495715507,126.262952680503,한림해안로
84,33.4174495715507,126.262952680503,33.4158543002155,126.262738636331,한림해안로
85,33.4174495715507,126.262952680503,33.4178006887455,126.264683922665,한수풀로
86,33.4178006887455,126.264683922665,33.4174495715507,126.262952680503,한수풀로
87,33.4178006887455,126.264683922665,33.418411972574,126.268029025365,한수풀로
88,33.418411972574,126.268029025365,33.4141750121486,126.269377560844,한림상로
89,33.418411972574,126.268029025365,33.4178006887455,126.264683922665,한수풀로
90,33.418411972574,126.268029025365,33.4206135728199,126.273076690119,한수풀로
91,33.4206135728199,126.273076690119,33.418411972574,126.268029025365,한수풀로
92,33.4206135728199,126.273076690119,33.4209546113693,126.273750041819,한수풀로
93,33.4209546113693,126.273750041819,33.4206135728199,126.273076690119,한수풀로
94,33.4209546113693,126.273750041819,33.4221445845451,126.278124511889,한수풀로
95,33.4221445845451,126.278124511889,33.4209546113693,126.273750041819,한수풀로
96,33.429713699874,126.328707243469,33.4345806476363,126.324311948481,천덕로
97,33.4345806476363,126.324311948481,33.429713699874,126.328707243469,천덕로
98,33.4345806476363,126.324311948481,33.4433099700224,126.311885994175,천덕로
99,33.4433099700224,126.311885994175,33.4345806476363,126.324311948481,천덕로
100,33.4486894847696,126.91635751084,33.450215274642,126.920771364786,동류암로
101,33.4493550277228,126.915026740306,33.4506472137443,126.91464910702,고성오조로
102,33.450215274642,126.920771364786,33.4486894847696,126.91635751084,동류암로
103,33.450215274642,126.920771364786,33.4602760456265,126.930940973848,일출로
104,33.4602760456265,126.930940973848,33.450215274642,126.920771364786,일출로
105,33.4658632729266,126.456384480352,33.4664333666973,126.454583167413,애조로
106,33.4664333666973,126.454583167413,33.4658632729266,126.456384480352,애조로
107,33.4664333666973,126.454583167413,33.4666066165642,126.454021511351,애조로
108,33.4666066165642,126.454021511351,33.4664333666973,126.454583167413,애조로
109,33.4666066165642,126.454021511351,33.4681579285437,126.446368636228,애조로
110,33.4681579285437,126.446368636228,33.4666066165642,126.454021511351,애조로
111,33.4711644904546,126.395146649943,33.4733901537049,126.409128845846,애조로
112,33.4711644904546,126.395146649943,33.4754460357445,126.388193465115,애조로
113,33.4722764927296,126.418442753822,33.4725049919444,126.424368218158,애조로
114,33.4722764927296,126.418442753822,33.4733901537049,126.409128845846,애조로
115,33.4722764927296,126.418442753822,33.4852643036907,126.410895667416,하광로
116,33.4725049919444,126.424368218158,33.4722764927296,126.418442753822,애조로
117,33.4725049919444,126.424368218158,33.4725251192643,126.424890163052,애조로
118,33.4733901537049,126.409128845846,33.4711644904546,126.395146649943,애조로
119,33.4733901537049,126.409128845846,33.4722764927296,126.418442753822,애조로
120,33.4754460357445,126.388193465115,33.4711644904546,126.395146649943,애조로
121,33.4852643036907,126.410895667416,33.4722764927296,126.418442753822,하광로
122,33.5515851795642,126.769385199097,33.5560801767072,126.759732107662,김녕로
123,33.5560801767072,126.759732107662,33.5515851795642,126.769385199097,김녕로
